"qty_biological_replicates","tool","accuracy","precision","recall","specificity","SDND"
4,"DEGRE-BON",10,0.89896325699214,0.46969696969697,0.0809610864455471,0.989844475394615
5,"DEGRE-BON",10,0.897213589951166,0.42120765832106,0.0746931313658919,0.988596796657382
6,"DEGRE-BON",10,0.891285613558614,0.316885964912281,0.0754766257508488,0.981923166202414
7,"DEGRE-BON",10,0.884521975295746,0.2727969348659,0.0929746670148864,0.972464020427112
8,"DEGRE-BON",10,0.879272974172825,0.227335164835165,0.0864455471402455,0.967357242339833
9,"DEGRE-BON",10,0.892460763063745,0.326530612244898,0.071036824236093,0.983722144846797
10,"DEGRE-BON",10,0.893374768234403,0.347721822541966,0.0757377905458344,0.984215413184773
15,"DEGRE-BON",10,0.894628261039877,0.383747178329571,0.0887960302951162,0.984157381615599
2,"DEGRE-BH",10,0.892277962029614,0.443295019157088,0.302167667798381,0.957840064995357
3,"DEGRE-BH",10,0.895933982712245,0.446280991735537,0.169234787150692,0.976671309192201
4,"DEGRE-BH",10,0.893844828036456,0.394075403949731,0.114651344998694,0.9804143454039
5,"DEGRE-BH",10,0.892460763063745,0.361986628462273,0.098981457299556,0.980617455896007
6,"DEGRE-BH",10,0.886428328937404,0.295275590551181,0.0979367981196135,0.9740308727948
7,"DEGRE-BH",10,0.877758337032878,0.254041570438799,0.11491250979368,0.962511606313835
8,"DEGRE-BH",10,0.872300420442379,0.220642443391259,0.109428049098981,0.957056638811513
9,"DEGRE-BH",10,0.886689473271877,0.300156739811912,0.100026116479499,0.974088904363974
10,"DEGRE-BH",10,0.886689473271877,0.298578199052133,0.0987202925045704,0.974233983286908
15,"DEGRE-BH",10,0.885566552633641,0.305418719211823,0.113345521023766,0.971361420612813
2,"DESeq2",10,0.655837881597159,0.117430441898527,0.374771480804388,0.687064763231198
3,"DESeq2",10,0.827044107278093,0.193236714975845,0.22982501958736,0.893396007428041
4,"DESeq2",10,0.855796098503643,0.239297813366184,0.202925045703839,0.928331012070566
5,"DESeq2",10,0.879847491708667,0.330553116769096,0.196657090624184,0.955750928505107
6,"DESeq2",10,0.892852479565456,0.419883040935673,0.187516322799687,0.971216341689879
7,"DESeq2",10,0.901966416838587,0.52692031586504,0.191694959519457,0.980878597957289
8,"DESeq2",10,0.904003342647481,0.560666137985726,0.184643510054845,0.983925255338904
9,"DESeq2",10,0.907554905596323,0.625761531766754,0.187777487594672,0.987523212627669
10,"DESeq2",10,0.908703940668007,0.635255889520715,0.204230869678767,0.98697191272052
15,"DESeq2",10,0.913247852087849,0.667326732673267,0.264037607730478,0.985376044568245
2,"edgeR",10,0.900425665265192,1,0.00417863671977018,1
3,"edgeR",10,0.900321207531403,1,0.00313397753982763,1
4,"edgeR",10,0.900164520930718,1,0.00156698876991382,1
5,"edgeR",10,0.900033948763482,0.666666666666667,0.000522329589971272,0.999970984215413
6,"edgeR",10,0.900007834330034,1,0.000261096605744125,1
9,"edgeR",10,0.90073903846656,1,0.00731261425959781,1
10,"edgeR",10,0.904055571514376,0.92817679558011,0.0438756855575868,0.999622794800371
15,"edgeR",10,0.914240200558849,1,0.142334813267172,1
3,"DEGRE-BON",20,0.871464758572063,0.709539121114684,0.605039822431127,0.938075341124241
2,"DEGRE-BON",20,0.863055911002011,0.699685794608897,0.552421987204596,0.940719462035647
