"qty_biological_replicates","tool","accuracy","precision","recall","specificity","SDND"
9,"DESeq2",10,0.875251351421931,0.331914893617021,0.244450248106555,0.94533426183844
10,"DESeq2",10,0.87734050609772,0.35667107001321,0.282057978584487,0.943477251624884
15,"DESeq2",10,0.870263494633484,0.342024965325936,0.322016192217289,0.931174558960074
2,"edgeR",10,0.879925835009009,0.18815896188159,0.0605902324366675,0.970955199628598
3,"edgeR",10,0.884965920664351,0.298601398601399,0.111517367458867,0.970897168059424
4,"edgeR",10,0.893139738333377,0.426165075800112,0.198224079394098,0.970345868152275
5,"edgeR",10,0.886114955736035,0.332070707070707,0.137372682162444,0.96930129990715
6,"edgeR",10,0.890293265087614,0.396436525612472,0.185949334029773,0.968546889507892
7,"edgeR",10,0.893818713603008,0.438948995363215,0.222512405327762,0.968401810584958
8,"edgeR",10,0.898127595121824,0.482625482625483,0.261164794985636,0.968895078922934
9,"edgeR",10,0.899119943592824,0.491920152091255,0.270305562810133,0.968982126276695
10,"edgeR",10,0.904734546784008,0.539536915683705,0.32253852180726,0.969417363045497
15,"edgeR",10,0.910323035541744,0.577909270216962,0.382606424653957,0.968953110492108
3,"DEGRE-BON",10,0.903428825111639,0.535539880629409,0.257769652650823,0.975162488393686
2,"DEGRE-BON",10,0.90123521270206,0.509886411442995,0.316531731522591,0.96619661095636
4,"DEGRE-BON",10,0.896769644582561,0.461538461538462,0.194306607469313,0.974814298978644
5,"DEGRE-BON",10,0.891259499125166,0.390307793058284,0.155654217811439,0.972986304549675
6,"DEGRE-BON",10,0.890893897056903,0.385121790651745,0.152781405066597,0.972899257195915
7,"DEGRE-BON",10,0.886715587705325,0.352805089647195,0.159310524941238,0.967531337047354
8,"DEGRE-BON",10,0.882850651555115,0.326465927099842,0.161399843301123,0.963004874651811
9,"DEGRE-BON",10,0.881022641213799,0.30797675647121,0.152259075476626,0.961989322191272
10,"DEGRE-BON",10,0.882093332985141,0.317553191489362,0.155915382606425,0.962772748375116
15,"DEGRE-BON",10,0.883634084558536,0.335777894185437,0.167406633585793,0.963207985143918
2,"DEGRE-BH",10,0.880448123677957,0.404097311139565,0.412118046487334,0.932480269266481
3,"DEGRE-BH",10,0.887864622777009,0.418904778514126,0.313658918777749,0.951659702878366
4,"DEGRE-BH",10,0.885801582534667,0.39093825180433,0.254635675110995,0.955925023212628
5,"DEGRE-BH",10,0.880291437077273,0.339702760084926,0.208931835988509,0.954880454967502
6,"DEGRE-BH",10,0.87744496383151,0.319397993311037,0.199529903369026,0.952762302692665
7,"DEGRE-BH",10,0.869819549264879,0.291184971098266,0.210498824758423,0.943071030640669
8,"DEGRE-BH",10,0.863238712036142,0.269633507853403,0.215199791068164,0.935236768802228
9,"DEGRE-BH",10,0.861384587261379,0.260911736178468,0.210759989553408,0.93366991643454
10,"DEGRE-BH",10,0.861123442926906,0.261912376079309,0.213893967093236,0.933031569173631
15,"DEGRE-BH",10,0.857989710913222,0.259203831188267,0.226168712457561,0.928185933147632
2,"DESeq2",10,0.667928864283289,0.072617101086852,0.197179420214155,0.720229805013928
3,"DESeq2",10,0.80941686470112,0.0801258775114984,0.0864455471402455,0.889740018570102
4,"DESeq2",10,0.833755516674066,0.0850507033038927,0.0679028466962653,0.918842850510678
5,"DESeq2",10,0.853550257227169,0.116760017233951,0.0707756594411073,0.940517641597029
6,"DESeq2",10,0.867364792520826,0.144886363636364,0.0665970227213372,0.956331244196843
7,"DESeq2",10,0.883712427858878,0.304020100502513,0.126403760773048,0.967850510677809
8,"DESeq2",10,0.883973572193351,0.330199115044248,0.155915382606425,0.964861884865367
9,"DESeq2",10,0.883164024756483,0.341054706752095,0.18072603813006,0.961205896007428
10,"DESeq2",10,0.884600318596088,0.368655387355298,0.216244450248107,0.958855617455896
15,"DESeq2",10,0.882276134019272,0.373932417378388,0.262992948550535,0.95107938718663
2,"edgeR",10,0.888439140312851,0.103756708407871,0.0151475581091669,0.985463091922006
3,"edgeR",10,0.888334682579061,0.0972972972972973,0.0141028989292243,0.985463091922006
4,"edgeR",10,0.896639072415324,0.427118644067797,0.0987202925045704,0.985288997214485
5,"edgeR",10,0.891233384691719,0.26536312849162,0.0496213110472708,0.984737697307335
6,"edgeR",10,0.890241036220719,0.255874673629243,0.0511882998171846,0.983461002785515
7,"edgeR",10,0.89439323113885,0.384284176533907,0.093235831809872,0.983402971216342
8,"edgeR",10,0.89846708275664,0.473206176203451,0.136066858187516,0.983170844939647
9,"edgeR",10,0.900530122998981,0.508756567425569,0.151736745886654,0.983722144846797
10,"edgeR",10,0.906667014859113,0.596664139499621,0.205536693653695,0.984563602599814
15,"edgeR",10,0.914005170657823,0.669620253164557,0.276312353094803,0.984853760445682
3,"DEGRE-BON",10,0.901182983835166,0.517985611510791,0.169234787150692,0.98250348189415
2,"DEGRE-BON",10,0.904264486981955,0.543190249072602,0.267693914860277,0.974988393686165
4,"DEGRE-BON",10,0.898075366254929,0.463725490196078,0.123530948028206,0.984128365831012
5,"DEGRE-BON",10,0.895202778575719,0.407630522088353,0.106032906764168,0.982880687093779
6,"DEGRE-BON",10,0.892852479565456,0.379188712522046,0.112300861843823,0.979572887650882
7,"DEGRE-BON",10,0.883816885592667,0.286795048143054,0.10890571950901,0.969910631383473
8,"DEGRE-BON",10,0.87833285456872,0.253562945368171,0.111517367458867,0.963527158774373
9,"DEGRE-BON",10,0.889248687749719,0.335987261146497,0.110211543483938,0.975800835654596
10,"DEGRE-BON",10,0.890920011490351,0.353288364249578,0.109428049098981,0.977744893221913
15,"DEGRE-BON",10,0.890006006319693,0.343161343161343,0.109428049098981,0.976729340761374
2,"DEGRE-BH",10,0.886297756770167,0.414910858995138,0.334290937581614,0.947626508820798
3,"DEGRE-BH",10,0.891468414592745,0.419179436480475,0.221467746147819,0.965906453110492
4,"DEGRE-BH",10,0.890476066121745,0.392583872866392,0.174196918255419,0.970055710306407
5,"DEGRE-BH",10,0.888465254746298,0.353448275862069,0.139200835727344,0.971709610027855
6,"DEGRE-BH",10,0.884600318596088,0.326470588235294,0.144946461217028,0.966776926648097
7,"DEGRE-BH",10,0.874154545217142,0.264509990485252,0.145207626012014,0.955141597028784
8,"DEGRE-BH",10,0.867547593554958,0.234741784037559,0.1436406372421,0.94797469823584
9,"DEGRE-BH",10,0.87932520303972,0.29047619047619,0.143379472447114,0.961089832869081
10,"DEGRE-BH",10,0.879090173138694,0.291297550807712,0.14599112039697,0.960538532961931
15,"DEGRE-BH",10,0.875303580288826,0.271055179090029,0.146252285191956,0.956302228412256
2,"DESeq2",10,0.665996396208184,0.0921256258534365,0.264298772525464,0.710625580315692
3,"DESeq2",10,0.82310082782754,0.140766040497682,0.150692086706712,0.897806406685237
4,"DESeq2",10,0.849110803541117,0.16245237270523,0.122486288848263,0.929839832869081
5,"DESeq2",10,0.872848823544773,0.230010384215992,0.115696004178637,0.956969591457753
6,"DESeq2",10,0.885749353667772,0.303597122302158,0.110211543483938,0.971912720519963
7,"DESeq2",10,0.892460763063745,0.374891774891775,0.11308435622878,0.979050603528319
8,"DESeq2",10,0.894706604340219,0.401168451801363,0.107599895534082,0.982155292479109
9,"DESeq2",10,0.899929491029692,0.498467824310521,0.12744841995299,0.985753249767874
10,"DESeq2",10,0.90807719426527,0.597230962869729,0.247845390441368,0.981429897864438
15,"DESeq2",10,0.906510328258428,0.56661316211878,0.276573517889788,0.97649721448468
2,"edgeR",10,0.900921839500692,0.972972972972973,0.00940193261948289,0.999970984215413
3,"edgeR",10,0.90034732196485,1,0.00339514233481327,1
4,"edgeR",10,0.900295093097955,1,0.002872812744842,1
5,"edgeR",10,0.90073903846656,0.911764705882353,0.00809610864455471,0.99991295264624
6,"edgeR",10,0.902070874572376,0.987654320987654,0.0208931835988509,0.999970984215413
7,"edgeR",10,0.907345990128744,0.940438871473354,0.0783494384956908,0.99944870009285
8,"edgeR",10,0.90956571697177,0.937799043062201,0.102376599634369,0.999245589600743
9,"edgeR",10,0.913665683023007,0.947008547008547,0.144685296422042,0.999100510677809
10,"edgeR",10,0.918209594442849,0.967785234899329,0.188299817184644,0.999303621169916
15,"edgeR",10,0.928368109053874,0.999080882352941,0.283886132149386,0.999970984215413
3,"DEGRE-BON",10,0.902854307575797,0.561167227833894,0.130582397492818,0.988654828226555
2,"DEGRE-BON",10,0.907032616927376,0.58594249201278,0.239488117001828,0.981197771587744
